     18.20000000	      -0.04436525	
     18.30000000	      -0.06206514	
     18.40000000	      -0.07905749	
     18.50000000	      -0.09517927	
     18.60000000	      -0.11027677	
     18.70000000	      -0.12420711	
     18.80000000	      -0.13683957	
     18.90000000	      -0.14805680	
     19.00000000	      -0.15775591	
     19.10000000	      -0.16584939	
     19.20000000	      -0.17226593	
     19.30000000	      -0.17695099	
     19.40000000	      -0.17986728	
     19.50000000	      -0.18099507	
     19.60000000	      -0.18033222	
     19.70000000	      -0.17789420	
     19.80000000	      -0.17371382	
     19.90000000	      -0.16784083	
